# h (km)	m (g cm–2)	T (K)	V (km s–1)	p_{\mathrm{g}\,} (dyn cm–2)	p_{\mathrm{tot}\,} (dyn cm–2)	n_{\mathrm{H}\,} (cm–3)	n_{\mathrm{H}\,1} (cm–3)	n_{\mathrm{e}\,} (cm–3)
14	3.42499E+03	3.532E–06	4.329E+05	3.400E+01	8.810E–02	9.677E–02	6.403E+08	5.457E+02	7.695E+08
15	3.13379E+03	3.578E–06	3.920E+05	3.400E+01	8.842E–02	9.803E–02	7.096E+08	7.082E+02	8.529E+08
16	2.97076E+03	3.606E–06	3.650E+05	3.400E+01	8.847E–02	9.879E–02	7.625E+08	8.549E+02	9.165E+08
17	2.84440E+03	3.629E–06	3.413E+05	3.400E+01	8.840E–02	9.943E–02	8.149E+08	1.022E+03	9.794E+08
18	2.76149E+03	3.645E–06	3.240E+05	3.400E+01	8.827E–02	9.988E–02	8.571E+08	1.174E+03	1.030E+09
19	2.68810E+03	3.661E–06	3.073E+05	3.400E+01	8.808E–02	1.003E–01	9.018E+08	1.353E+03	1.084E+09
20	2.62832E+03	3.674E–06	2.925E+05	3.400E+01	8.785E–02	1.006E–01	9.451E+08	1.546E+03	1.136E+09
21	2.57823E+03	3.685E–06	2.790E+05	3.400E+01	8.758E–02	1.010E–01	9.876E+08	1.757E+03	1.187E+09
22	2.53547E+03	3.695E–06	2.667E+05	3.372E+01	8.748E–02	1.012E–01	1.032E+09	1.993E+03	1.240E+09
23	2.49556E+03	3.705E–06	2.544E+05	3.332E+01	8.744E–02	1.015E–01	1.082E+09	2.279E+03	1.300E+09
24	2.45790E+03	3.715E–06	2.419E+05	3.289E+01	8.737E–02	1.018E–01	1.137E+09	2.632E+03	1.366E+09
25	2.41866E+03	3.725E–06	2.278E+05	3.238E+01	8.726E–02	1.021E–01	1.205E+09	3.132E+03	1.448E+09
26	2.37819E+03	3.737E–06	2.120E+05	3.177E+01	8.710E–02	1.024E–01	1.293E+09	3.873E+03	1.554E+09
27	2.34610E+03	3.747E–06	1.981E+05	3.121E+01	8.692E–02	1.027E–01	1.380E+09	4.740E+03	1.659E+09
28	2.32578E+03	3.754E–06	1.886E+05	3.080E+01	8.677E–02	1.029E–01	1.447E+09	5.502E+03	1.739E+09
29	2.30855E+03	3.760E–06	1.801E+05	3.041E+01	8.662E–02	1.030E–01	1.513E+09	6.347E+03	1.819E+09
30	2.29437E+03	3.765E–06	1.726E+05	3.006E+01	8.647E–02	1.032E–01	1.576E+09	7.241E+03	1.894E+09
31	2.28238E+03	3.770E–06	1.660E+05	2.973E+01	8.633E–02	1.033E–01	1.637E+09	8.195E+03	1.966E+09
32	2.26969E+03	3.775E–06	1.586E+05	2.936E+01	8.615E–02	1.034E–01	1.710E+09	9.482E+03	2.054E+09
33	2.25943E+03	3.779E–06	1.523E+05	2.902E+01	8.599E–02	1.035E–01	1.778E+09	1.082E+04	2.135E+09
34	2.25164E+03	3.782E–06	1.472E+05	2.874E+01	8.586E–02	1.036E–01	1.836E+09	1.209E+04	2.205E+09
35	2.24332E+03	3.786E–06	1.416E+05	2.842E+01	8.569E–02	1.037E–01	1.905E+09	1.377E+04	2.288E+09
36	2.23529E+03	3.789E–06	1.358E+05	2.808E+01	8.552E–02	1.038E–01	1.982E+09	1.582E+04	2.379E+09
37	2.22774E+03	3.793E–06	1.302E+05	2.774E+01	8.531E–02	1.039E–01	2.064E+09	1.831E+04	2.477E+09
38	2.22004E+03	3.797E–06	1.240E+05	2.738E+01	8.506E–02	1.040E–01	2.160E+09	2.165E+04	2.592E+09
39	2.21374E+03	3.800E–06	1.187E+05	2.704E+01	8.483E–02	1.041E–01	2.251E+09	2.531E+04	2.700E+09
40	2.20766E+03	3.803E–06	1.132E+05	2.669E+01	8.457E–02	1.042E–01	2.353E+09	2.996E+04	2.821E+09
41	2.20192E+03	3.806E–06	1.078E+05	2.631E+01	8.430E–02	1.043E–01	2.465E+09	3.595E+04	2.953E+09
42	2.19652E+03	3.810E–06	1.023E+05	2.591E+01	8.401E–02	1.044E–01	2.589E+09	4.375E+04	3.099E+09
43	2.19146E+03	3.813E–06	9.686E+04	2.549E+01	8.370E–02	1.045E–01	2.727E+09	5.404E+04	3.259E+09
44	2.18608E+03	3.816E–06	9.064E+04	2.498E+01	8.332E–02	1.046E–01	2.904E+09	7.053E+04	3.463E+09
45	2.18244E+03	3.819E–06	8.612E+04	2.459E+01	8.303E–02	1.046E–01	3.049E+09	8.766E+04	3.628E+09
46	2.17874E+03	3.822E–06	8.122E+04	2.414E+01	8.269E–02	1.047E–01	3.225E+09	1.141E+05	3.827E+09
47	2.17528E+03	3.824E–06	7.633E+04	2.366E+01	8.234E–02	1.048E–01	3.422E+09	1.611E+05	4.049E+09
48	2.17232E+03	3.827E–06	7.181E+04	2.319E+01	8.200E–02	1.048E–01	3.628E+09	2.501E+05	4.280E+09
49	2.16999E+03	3.829E–06	6.800E+04	2.277E+01	8.170E–02	1.049E–01	3.822E+09	4.054E+05	4.497E+09
50	2.16769E+03	3.831E–06	6.395E+04	2.229E+01	8.137E–02	1.050E–01	4.054E+09	7.644E+05	4.757E+09
51	2.16603E+03	3.833E–06	6.079E+04	2.189E+01	8.112E–02	1.050E–01	4.255E+09	1.319E+06	4.984E+09
52	2.16456E+03	3.834E–06	5.779E+04	2.149E+01	8.088E–02	1.050E–01	4.468E+09	2.253E+06	5.222E+09
53	2.16329E+03	3.835E–06	5.502E+04	2.110E+01	8.065E–02	1.051E–01	4.684E+09	3.680E+06	5.464E+09
54	2.16229E+03	3.837E–06	5.269E+04	2.075E+01	8.046E–02	1.051E–01	4.885E+09	5.494E+06	5.687E+09
55	2.16126E+03	3.838E–06	5.014E+04	2.036E+01	8.025E–02	1.051E–01	5.127E+09	8.397E+06	5.955E+09
56	2.16063E+03	3.838E–06	4.849E+04	2.009E+01	8.012E–02	1.052E–01	5.297E+09	1.095E+07	6.142E+09
57	2.16001E+03	3.839E–06	4.680E+04	1.980E+01	7.999E–02	1.052E–01	5.484E+09	1.428E+07	6.348E+09
58	2.15942E+03	3.840E–06	4.514E+04	1.951E+01	7.986E–02	1.052E–01	5.683E+09	1.832E+07	6.565E+09
59	2.15884E+03	3.841E–06	4.340E+04	1.919E+01	7.974E–02	1.052E–01	5.908E+09	2.352E+07	6.809E+09
60	2.15821E+03	3.842E–06	4.145E+04	1.882E+01	7.960E–02	1.053E–01	6.185E+09	3.092E+07	7.107E+09
61	2.15757E+03	3.843E–06	3.940E+04	1.840E+01	7.948E–02	1.053E–01	6.508E+09	4.068E+07	7.454E+09
62	2.15682E+03	3.844E–06	3.687E+04	1.785E+01	7.935E–02	1.053E–01	6.958E+09	5.605E+07	7.933E+09
63	2.15616E+03	3.845E–06	3.458E+04	1.729E+01	7.931E–02	1.053E–01	7.433E+09	7.423E+07	8.434E+09
64	2.15550E+03	3.846E–06	3.226E+04	1.670E+01	7.927E–02	1.054E–01	7.985E+09	9.798E+07	9.013E+09
65	2.15473E+03	3.848E–06	2.950E+04	1.598E+01	7.922E–02	1.054E–01	8.757E+09	1.349E+08	9.815E+09
66	2.15407E+03	3.849E–06	2.713E+04	1.533E+01	7.916E–02	1.055E–01	9.547E+09	1.763E+08	1.063E+10
67	2.15348E+03	3.850E–06	2.512E+04	1.478E+01	7.907E–02	1.055E–01	1.033E+10	2.210E+08	1.144E+10
68	2.15287E+03	3.852E–06	2.310E+04	1.422E+01	7.891E–02	1.055E–01	1.125E+10	2.769E+08	1.237E+10
69	2.15203E+03	3.854E–06	2.051E+04	1.346E+01	7.869E–02	1.056E–01	1.269E+10	3.809E+08	1.383E+10
70	2.15116E+03	3.857E–06	1.814E+04	1.272E+01	7.844E–02	1.057E–01	1.437E+10	5.412E+08	1.550E+10
71	2.15012E+03	3.861E–06	1.576E+04	1.192E+01	7.811E–02	1.058E–01	1.663E+10	8.787E+08	1.761E+10
72	2.14865E+03	3.867E–06	1.320E+04	1.098E+01	7.756E–02	1.060E–01	2.009E+10	1.749E+09	2.046E+10
73	2.14705E+03	3.876E–06	1.098E+04	1.027E+01	7.565E–02	1.062E–01	2.469E+10	4.413E+09	2.274E+10
74	2.14516E+03	3.888E–06	9.115E+03	9.422E+00	7.338E–02	1.065E–01	3.187E+10	1.165E+10	2.325E+10
75	2.14193E+03	3.915E–06	7.950E+03	8.868E+00	7.239E–02	1.073E–01	3.784E+10	1.693E+10	2.432E+10
76	2.13800E+03	3.951E–06	7.248E+03	8.535E+00	7.238E–02	1.083E–01	4.204E+10	1.954E+10	2.608E+10
77	2.13600E+03	3.971E–06	6.992E+03	8.401E+00	7.253E–02	1.088E–01	4.388E+10	2.066E+10	2.686E+10
78	2.13400E+03	3.992E–06	6.870E+03	8.328E+00	7.288E–02	1.094E–01	4.493E+10	2.118E+10	2.741E+10
79	2.13200E+03	4.014E–06	6.800E+03	8.279E+00	7.331E–02	1.100E–01	4.565E+10	2.147E+10	2.787E+10
80	2.13000E+03	4.035E–06	6.768E+03	8.247E+00	7.381E–02	1.106E–01	4.612E+10	2.157E+10	2.826E+10
81	2.12600E+03	4.079E–06	6.740E+03	8.199E+00	7.486E–02	1.117E–01	4.685E+10	2.167E+10	2.891E+10
82	2.12000E+03	4.145E–06	6.718E+03	8.134E+00	7.649E–02	1.136E–01	4.783E+10	2.176E+10	2.985E+10
83	2.11000E+03	4.259E–06	6.706E+03	8.033E+00	7.932E–02	1.167E–01	4.944E+10	2.204E+10	3.128E+10
84	2.09800E+03	4.401E–06	6.700E+03	7.901E+00	8.289E–02	1.206E–01	5.153E+10	2.258E+10	3.293E+10
85	2.08300E+03	4.587E–06	6.694E+03	7.729E+00	8.761E–02	1.257E–01	5.438E+10	2.351E+10	3.498E+10
86	2.05500E+03	4.963E–06	6.686E+03	7.403E+00	9.719E–02	1.360E–01	6.042E+10	2.583E+10	3.883E+10
87	2.02400E+03	5.430E–06	6.680E+03	7.031E+00	1.091E–01	1.488E–01	6.843E+10	2.916E+10	4.307E+10
88	1.98900E+03	6.034E–06	6.674E+03	6.617E+00	1.247E–01	1.653E–01	7.917E+10	3.447E+10	4.826E+10
89	1.94600E+03	6.910E–06	6.667E+03	6.118E+00	1.475E–01	1.893E–01	9.543E+10	4.371E+10	5.526E+10
90	1.89400E+03	8.221E–06	6.660E+03	5.542E+00	1.817E–01	2.253E–01	1.210E+11	6.005E+10	6.450E+10
91	1.82000E+03	1.074E–05	6.652E+03	4.776E+00	2.480E–01	2.942E–01	1.730E+11	9.843E+10	7.969E+10
92	1.72200E+03	1.589E–05	6.643E+03	3.939E+00	3.832E–01	4.353E–01	2.864E+11	1.916E+11	1.027E+11
93	1.61700E+03	2.546E–05	6.633E+03	3.165E+00	6.368E–01	6.975E–01	5.170E+11	4.012E+11	1.267E+11
94	1.52000E+03	4.136E–05	6.623E+03	2.576E+00	1.061E+00	1.133E+00	9.256E+11	7.956E+11	1.423E+11
95	1.39800E+03	8.131E–05	6.610E+03	1.804E+00	2.151E+00	2.228E+00	2.012E+12	1.880E+12	1.438E+11
96	1.29900E+03	1.463E–04	6.598E+03	1.390E+00	3.923E+00	4.009E+00	3.780E+12	3.641E+12	1.489E+11
97	1.21400E+03	2.461E–04	6.576E+03	1.159E+00	6.640E+00	6.742E+00	6.488E+12	6.322E+12	1.760E+11
98	1.14300E+03	3.830E–04	6.531E+03	9.900E–01	1.038E+01	1.049E+01	1.028E+13	1.009E+13	1.995E+11
99	1.10100E+03	4.997E–04	6.474E+03	8.959E–01	1.356E+01	1.369E+01	1.360E+13	1.340E+13	2.104E+11
100	1.06500E+03	6.299E–04	6.400E+03	8.235E–01	1.712E+01	1.726E+01	1.742E+13	1.722E+13	2.091E+11
101	1.03200E+03	7.814E–04	6.315E+03	7.647E–01	2.126E+01	2.141E+01	2.198E+13	2.179E+13	2.021E+11
102	1.00300E+03	9.476E–04	6.225E+03	7.193E–01	2.580E+01	2.596E+01	2.711E+13	2.693E+13	1.903E+11
103	9.71000E+02	1.177E–03	6.100E+03	6.885E–01	3.206E+01	3.225E+01	3.445E+13	3.428E+13	1.727E+11
104	9.46000E+02	1.400E–03	5.969E+03	6.722E–01	3.813E+01	3.835E+01	4.193E+13	4.178E+13	1.513E+11
105	9.00000E+02	1.947E–03	5.720E+03	6.411E–01	5.306E+01	5.335E+01	6.097E+13	6.086E+13	1.162E+11
106	8.54000E+02	2.753E–03	5.430E+03	6.079E–01	7.504E+01	7.543E+01	9.092E+13	9.085E+13	8.055E+10
107	8.00000E+02	4.240E–03	5.090E+03	5.634E–01	1.156E+02	1.162E+02	1.495E+14	1.495E+14	5.458E+10
108	7.50000E+02	6.480E–03	4.840E+03	5.201E–01	1.768E+02	1.775E+02	2.405E+14	2.404E+14	4.762E+10
109	7.00000E+02	1.011E–02	4.640E+03	4.738E–01	2.759E+02	2.769E+02	3.914E+14	3.914E+14	5.159E+10
110	6.60000E+02	1.461E–02	4.510E+03	4.390E–01	3.990E+02	4.004E+02	5.825E+14	5.825E+14	6.424E+10
111	6.15000E+02	2.234E–02	4.435E+03	4.064E–01	6.102E+02	6.120E+02	9.059E+14	9.058E+14	9.163E+10
112	5.60000E+02	3.778E–02	4.400E+03	3.755E–01	1.032E+03	1.035E+03	1.545E+15	1.545E+15	1.467E+11
113	5.25000E+02	5.282E–02	4.410E+03	3.609E–01	1.444E+03	1.447E+03	2.156E+15	2.155E+15	1.996E+11
114	4.90000E+02	7.376E–02	4.435E+03	3.501E–01	2.017E+03	2.021E+03	2.994E+15	2.993E+15	2.718E+11
115	4.50000E+02	1.077E–01	4.485E+03	3.420E–01	2.945E+03	2.951E+03	4.324E+15	4.322E+15	3.871E+11
116	4.00000E+02	1.715E–01	4.590E+03	3.381E–01	4.690E+03	4.699E+03	6.729E+15	6.726E+15	6.034E+11
117	3.50000E+02	2.701E–01	4.700E+03	3.412E–01	7.387E+03	7.401E+03	1.035E+16	1.034E+16	9.337E+11
118	3.00000E+02	4.211E–01	4.805E+03	3.667E–01	1.151E+04	1.154E+04	1.578E+16	1.577E+16	1.433E+12
119	2.50000E+02	6.500E–01	4.907E+03	4.919E–01	1.774E+04	1.781E+04	2.381E+16	2.379E+16	2.182E+12
120	2.00000E+02	9.933E–01	5.010E+03	6.882E–01	2.702E+04	2.721E+04	3.552E+16	3.549E+16	3.308E+12
121	1.75000E+02	1.223E+00	5.080E+03	7.918E–01	3.319E+04	3.350E+04	4.303E+16	4.299E+16	4.102E+12
122	1.50000E+02	1.500E+00	5.165E+03	9.003E–01	4.060E+04	4.109E+04	5.178E+16	5.173E+16	5.132E+12
123	1.25000E+02	1.831E+00	5.288E+03	1.023E+00	4.942E+04	5.017E+04	6.156E+16	6.150E+16	6.596E+12
124	1.00000E+02	2.223E+00	5.431E+03	1.153E+00	5.979E+04	6.092E+04	7.251E+16	7.244E+16	8.748E+12
125	7.50000E+01	2.683E+00	5.607E+03	1.286E+00	7.186E+04	7.350E+04	8.441E+16	8.434E+16	1.233E+13
126	5.00000E+01	3.213E+00	5.826E+03	1.434E+00	8.570E+04	8.804E+04	9.687E+16	9.680E+16	1.909E+13
127	3.50000E+01	3.567E+00	6.006E+03	1.522E+00	9.489E+04	9.772E+04	1.040E+17	1.040E+17	2.729E+13
128	2.00000E+01	3.944E+00	6.231E+03	1.601E+00	1.047E+05	1.081E+05	1.107E+17	1.106E+17	4.258E+13
129	1.00000E+01	4.208E+00	6.397E+03	1.651E+00	1.116E+05	1.153E+05	1.149E+17	1.148E+17	5.893E+13
130	0.00000E+00	4.482E+00	6.583E+03	1.696E+00	1.188E+05	1.228E+05	1.188E+17	1.187E+17	8.397E+13
131	–1.00000E+01	4.765E+00	6.780E+03	1.763E+00	1.261E+05	1.305E+05	1.223E+17	1.222E+17	1.206E+14
132	–2.00000E+01	5.055E+00	7.020E+03	1.835E+00	1.336E+05	1.385E+05	1.251E+17	1.249E+17	1.828E+14
133	–3.00000E+01	5.351E+00	7.280E+03	1.912E+00	1.411E+05	1.466E+05	1.274E+17	1.271E+17	2.794E+14
134	–4.00000E+01	5.651E+00	7.590E+03	1.986E+00	1.489E+05	1.548E+05	1.287E+17	1.283E+17	4.465E+14
135	–5.00000E+01	5.954E+00	7.900E+03	2.000E+00	1.570E+05	1.631E+05	1.303E+17	1.296E+17	6.910E+14
136	–6.00000E+01	6.261E+00	8.220E+03	2.000E+00	1.654E+05	1.715E+05	1.315E+17	1.305E+17	1.050E+15
137	–7.00000E+01	6.570E+00	8.540E+03	2.000E+00	1.738E+05	1.800E+05	1.326E+17	1.311E+17	1.547E+15
138	–8.00000E+01	6.882E+00	8.850E+03	2.000E+00	1.823E+05	1.886E+05	1.336E+17	1.315E+17	2.196E+15
139	–9.00000E+01	7.197E+00	9.120E+03	2.000E+00	1.909E+05	1.972E+05	1.351E+17	1.322E+17	2.929E+15
140	–1.00000E+02	7.515E+00	9.380E+03	2.000E+00	1.995E+05	2.059E+05	1.366E+17	1.328E+17	3.808E+15
